id,z,coverage,coverage_class
b0d8f26ad8,762,0.3641799823546711,4
f9ef613aec,836,0.04989706891481227,1
964030c032,612,0.46926771885109303,5
e8f3e42b14,679,0.18037447309087346,2
d768234bb5,489,0.9245172041956671,10
41895b0f40,431,0.0,0
e8cf12563d,608,0.743064405450446,8
7c9c98aa11,629,0.0,0
0ee8a744eb,531,0.8244289775512205,9
6d9be2f492,727,0.5186746397412019,6
66073ddce1,225,0.23487893343789826,3
989ac5a9de,362,0.9786295461229291,10
e7442307b1,835,0.12685030879325557,2
b2c6b8cf57,477,0.39603960396039606,4
4680bc7373,683,0.0,0
f6e87c1458,128,0.44554455445544555,5
299ef808f6,119,0.2586020978335457,3
afd0b385f2,291,0.0015684736790510733,1
b749a000ea,84,0.9962748750122536,10
2c3c64402e,804,0.16968924615233802,2
27de423ad3,630,0.49044211351828254,5
c230cf2a94,556,0.2949710812665425,3
3f76f25042,707,0.309773551612587,4
356fa48ac4,550,0.0,0
ec50263c20,784,0.02166454269189295,1
0ff9f243e5,566,0.0,0
1d0c2fa004,611,0.44456425840603864,5
730bddcc02,953,0.0,0
f1d488759e,778,0.029899029506911087,1
5ad4b1d1ff,592,0.0,0
df8c73e52b,339,0.1314577002254681,2
90b1ba3bb5,796,0.0,0
430ef30e87,639,0.0,0
0bdd44d530,445,0.6820899911773356,7
296de39be2,186,0.26487599254975003,3
b112d9993c,483,0.6721890010783257,7
d9cf4a6e42,773,0.043819233408489366,1
90791c2417,577,0.039800019605920986,1
1da21e7498,579,0.0,0
d31c506913,639,0.0,0
68b593f903,500,0.5382805607293403,6
b858ccf692,802,0.0,0
65d05b81c6,325,0.31124399568669736,4
d16591547d,578,0.005195569061856681,1
ee94d2281f,717,0.5765121066562102,6
8cf3a6a6f5,743,0.31300852857562983,4
1f6afee5ca,379,0.875502401725321,9
3a33e1eb89,640,0.9906871875306342,10
e7a5e5e55f,227,0.0,0
c2ca0ed857,597,0.8567787471816488,9
80a458a2b6,94,0.49504950495049505,5
231fc4e8e5,524,0.020782276247426724,1
2a71003f75,436,0.3667287520831291,4
19843b4e95,763,0.0,0
7ed0489985,441,0.25987648269777475,3
5c9326f1e4,818,0.0,0
c58b6277c7,687,0.28644250563670226,3
c0565001a3,572,0.07244387805117146,1
b540435ae7,923,0.0,0
443985b709,667,0.8622684050583276,9
903180c447,759,0.4031957651210666,5
1f1e11aee4,354,0.611606705224978,7
0937b1df3f,274,0.4819135378884423,5
932529c83d,301,0.0,0
22e7cc183f,512,0.04656406234682874,1
026f97575b,152,0.0,0
ec2664c4cf,833,0.0,0
70b6a2347f,835,0.7555141652779139,8
2fe186a2c6,533,0.5882756592490932,6
8ce5996371,447,0.2544848544260367,3
196cffdb4b,728,0.22105675914126066,3
1d2c8152bd,686,0.0,0
7b79d341cf,596,0.0,0
9bbb4c7c34,469,0.7067934516223899,8
5b86544456,277,0.0,0
c385af3da9,270,0.0,0
62f822b156,662,0.017449269679443193,1
07a81dccdc,630,0.1585138711890991,2
4336ac847e,838,0.0,0
6bc4c91c27,655,0.12871287128712872,2
86bc03a8a6,845,0.3114400548965788,4
53de66df2a,464,0.12381139104009412,2
918548e472,229,0.0,0
13f448be07,647,0.00019605920988138416,1
0ad0876244,468,0.0,0
8bb7245636,466,0.0,0
f41a025b6c,149,0.0,0
fff4eb4941,693,0.0,0
d967181724,581,0.12704636800313696,2
9c5c26e2ba,639,0.0,0
b942b38a45,802,0.15165179884325067,2
ce14d335bf,309,0.6261150867562004,7
9819277faa,307,0.032251740025487696,1
572f0b1ad8,639,0.1588079600039212,2
8f1fbec1e6,708,0.0,0
71a7c521ef,348,0.0,0
74d574653f,823,0.0,0
0589f557d7,523,0.010195078913831977,1
cd249859fa,410,0.0,0
9a6c280d8d,701,0.3999607881580237,4
e82162c83c,884,0.0,0
ffe228a7e3,585,0.03930987158121753,1
6cb11aa807,512,0.9282423291834134,10
bfd1d7caa1,592,0.0,0
52020f0fd4,367,0.01686109204979904,1
a112a63d2d,688,0.06989510832271346,1
52fdbf981f,616,0.04558376629742182,1
5ebe9e404d,685,0.6252328203117341,7
f85054273a,406,0.015194588765807274,1
eed6c66da4,111,0.0,0
594712691d,466,0.0,0
cde14bb8d2,593,0.0,0
6a3f8feaea,789,0.0,0
94c8aad517,332,0.4353494755416136,5
9b3d4b0379,232,0.0,0
3218afdc84,846,0.9742182139005979,10
2a484baa26,669,0.41466522889912755,5
113b017a91,581,0.009704930889128516,1
dd9a94a797,102,0.0,0
f115ca6981,158,0.19988236447407118,2
4c7e3c71e6,761,0.0046073914322125285,1
26000ba320,145,0.0,0
7242ab00b6,601,0.00029408881482207626,1
00cda0328c,564,0.0,0
7ed79f8f56,789,0.9676502303695717,10
fcbc5cef9d,660,0.0,0
7555f79a2c,223,0.3357513969218704,4
6c61beb5dd,112,0.0,0
62a0ee9480,588,0.0,0
1a28f06897,460,0.0,0
6a89c7a85d,663,0.011567493383001667,1
a568cc8273,626,0.6613077149299088,7
43a1dbb062,706,0.0,0
74fa9386ae,238,0.0,0
4514686882,379,0.0,0
45fb16d378,678,0.0004901480247034605,1
c387a012fc,478,0.3564356435643564,4
2eea9d51a4,105,0.0,0
1017084680,512,0.947456131751789,10
5f397e0074,798,0.440937163023233,5
fb58510ec6,754,0.26124889716694444,3
7d9f0dacd0,641,0.48005097539456915,5
12e94a5a08,566,0.5721988040388197,6
a6ec5aa914,831,0.12273306538574649,2
dcb1eee6e3,196,0.0,0
ff2c353279,729,0.07009116753259484,1
fdc06fea10,872,0.0,0
268baf2d43,262,0.32006666013135965,4
48b8dda801,297,0.0,0
6fe2b681e4,230,0.010881286148416823,1
7d0cea3489,407,0.46289579452994806,5
2578042000,612,0.8528575629840212,9
9b1f59b89c,380,0.008626605234780904,1
934cd14205,555,0.3820213704538771,4
65aadb6f53,372,0.0,0
e813f3d1bf,579,0.06852269385354377,1
1a37af90c1,136,0.0,0
4b873df7a2,603,0.7611998823644741,8
a35ba23a41,175,0.0,0
7c41f727b9,956,0.0,0
14bba6af57,628,0.0,0
d3f2336daf,378,0.4746593471228311,5
dde0ee264b,580,0.602686011175375,7
bbf6b192be,527,0.0,0
dfae9e48e8,783,0.25889618664836783,3
cd69ee839f,444,0.1177335555337712,2
9f224c71b1,605,0.5890598960886188,6
ec406285e8,635,0.01588079600039212,1
9d5d4bf0f1,604,0.0,0
05c7033694,502,0.0,0
3f5adbdcc7,625,0.0656798353102637,1
3c6fe4b7ba,452,0.0,0
0f3118527c,669,0.0,0
5bb976391e,288,0.0,0
efd1625f2a,737,0.02666405254386825,1
9bdfa54912,279,0.04901480247034604,1
641d0227e7,638,0.00794039800019606,1
db1aa8e608,348,0.09734339770610724,1
0bca43f7ff,747,0.7776688559945103,8
2c707479f9,533,0.030585236741495932,1
3a310860a3,821,0.9878443289873542,10
a708e52d7c,832,0.0,0
052de39787,649,0.0006862072345848446,1
74de17e9c0,569,0.026075874914224095,1
ceeaafc4fc,305,0.0,0
c3a963f5e3,652,0.0012743848642289971,1
ee0be71990,194,0.0012743848642289971,1
c756ff4e1f,566,0.6440545044603471,7
d5023a3662,444,0.38947162042936967,4
2ce9c36a98,613,0.2217429663758455,3
09b9330300,842,0.45544554455445546,5
578b502c6d,578,0.13802568375649446,2
a6f4e0f8b5,621,0.84560337221841,9
d289692ab8,321,0.0,0
34205cc12b,606,0.0,0
89af21b6ee,513,0.5317125771983139,6
c073b8930c,583,0.0013724144691696892,1
976fcded4d,377,0.6666013135967062,7
802df9bb5e,535,0.15635721988040388,2
8b5d38c547,574,0.4761297911969415,5
d991b7a689,525,0.8009018723654544,9
3792be0845,443,0.7995294578962847,8
5f7c5c59f5,674,0.0,0
1bfe4907c1,194,0.10851877266934615,2
f992390442,651,0.19537300264679933,2
4e5d643b2f,354,0.8603078129595138,9
a37249665e,89,0.49524556416037646,5
db840e1e22,493,0.20027448289383393,3
62e608259a,109,0.025487697284579943,1
56810440c4,708,0.0,0
2bf5343f03,545,0.10361729242231153,2
1ff0aa7f05,585,0.32290951867463974,4
10e1c8e23a,142,0.0,0
8367b54eac,615,0.8811881188118812,9
6b2f79f6ff,539,0.07793353592785021,1
7582c0b2e9,673,0.0,0
04e7e791e2,391,0.0,0
95f6e2b2d1,141,0.5643564356435643,6
725d92524a,678,0.8837368885403392,9
9e9ce2e1ce,862,0.0,0
efec1f093e,306,0.0,0
944b46458e,165,0.0,0
09152018c4,916,0.8415841584158416,9
7a2cca4fe5,764,0.12685030879325557,2
8e2e3afdb5,572,0.30565630820507794,4
e476b868ef,677,0.15027938437408098,2
04315b9a64,475,0.0,0
6c557220d3,494,0.0,0
7c6a2df039,784,0.9598078619743162,10
618f843c7a,617,0.13577100284285853,2
e7c54b5f4e,541,0.6056268993235957,7
5f8f40ce31,223,0.0,0
d6379c1f18,661,0.4016272914420155,5
1af9e4bbd8,415,0.3607489461817469,4
f2ffcf3de5,281,0.0,0
4d1efb19d7,570,0.0,0
590e32af63,631,0.7221840995980786,8
fa25724a62,221,0.0,0
212ba67b51,279,0.4421135182825213,5
5489419bef,806,0.6545436721890011,7
d567ba2b49,803,0.0,0
06a361fc57,491,0.6382707577688462,7
6c95018d5c,630,0.3535927850210764,4
18449e54f8,553,0.0,0
60d3607be2,426,0.9887265954318204,10
b3ad13d9e9,131,0.18488383491814528,2
e1984bebe3,631,0.0,0
b8f92fbe45,356,0.9470640133320263,10
ad3c6dd8d4,689,0.0,0
89dc091930,640,0.35369081462601704,4
6b4d65ac6a,770,0.001078325654347613,1
417833daa4,393,0.0,0
b552fb0d9d,199,0.0,0
5103df3d79,672,0.0,0
03511989ac,434,0.0,0
f870e41e88,426,0.985687677678659,10
cafb1294ae,304,0.0,0
3a58606814,501,0.3708459954906382,4
17e67f9ce4,807,0.0,0
49d061af38,838,0.29722576218017843,3
b07d4da735,236,0.0,0
6cc7ba6c56,888,0.12400745024997549,2
cb974e60ca,481,0.01774335849426527,1
645abba5ec,284,0.7813939809822567,8
ede36de5cc,483,0.0,0
e7ee2c6dce,669,0.0,0
64e79513a3,341,0.0,0
0a0814464f,665,0.006764042740907754,1
54cfa66336,767,0.0,0
5aca18a605,264,0.0,0
25845ace3d,235,0.0,0
d2bd2fe97f,761,0.9244191745907264,10
52a0f74bfe,310,0.0,0
e3cded005d,662,0.8225664150573473,9
4d04dcd959,537,0.9313792765415155,10
0c62dfc234,746,0.0,0
92a6b22052,811,0.0,0
29b25b5f03,373,0.0,0
26ec6ef9df,148,0.0595039701990001,1
da5ab3d506,83,0.009999019703950594,1
aac747667e,722,0.0,0
324eb2ec65,542,0.9225566120968532,10
3ced3ed63e,298,0.2786981668463876,3
5948185d4d,515,0.0,0
c0ef23e386,686,0.2857562984021174,3
4e86258646,333,0.5289677482599745,6
e021227dbd,281,0.0,0
e82b7a2abb,115,0.0,0
45b5f91d83,582,0.8160964611312617,9
30d4fb116b,719,0.5823938829526517,6
b76b065012,690,0.035976865013233994,1
ac5f676fa3,637,0.0569552004705421,1
a1585a58b8,706,0.01313596706205274,1
c68ee0308f,728,0.0,0
4085f8522d,572,0.06842466424860308,1
34bd0facd2,490,0.5091657680619547,6
1c8f6881ac,288,0.14557396333692776,2
999ae650f6,672,0.3096755220076463,4
cb9d520cf9,589,0.07538476619939222,1
5c70da6c2d,327,0.725909224585825,8
54dd4658d1,803,0.0,0
48b63017da,844,0.0,0
be18a24c49,314,0.19801980198019803,2
de08c5a3b7,335,0.8694245662189981,9
97970b5e2c,235,0.06666013135967062,1
dbcfdf17a3,328,0.12439956866973827,2
64e050f295,690,0.0,0
458a05615e,312,0.6135672973237918,7
f8e67987c6,335,0.0,0
331ec135dd,474,0.9651014606411136,10
d73189228f,622,0.0,0
30787ad7df,373,0.9799039309871581,10
c10ff1398a,686,0.8909910793059505,9
af84304233,261,0.3060484266248407,4
7a0c8915be,716,0.8283501617488481,9
116bd22fd0,678,0.8737378688363886,9
804fcfaf4b,338,0.15645524948534456,2
321f21e02f,516,0.811194980884227,9
46f402dcd5,410,0.0,0
2edf2e3e05,439,0.014704440741103813,1
ec3130dd0b,622,0.18772669346142534,2
cf7abfc8bb,487,0.0,0
21ec084221,128,0.9860797960984217,10
1afddc8196,410,0.029408881482207626,1
98870eab9e,390,0.6561121458680521,7
a0b1d96545,622,0.011567493383001667,1
72e1a1b225,327,0.2364474071169493,3
912b573a9e,713,0.0,0
b6f907680a,108,0.1114596608175669,2
d8fca64ebf,499,0.9853935888638369,10
3404341cc6,813,0.0,0
3276e900a7,420,0.03274188805019116,1
e12cf83477,742,0.9877462993824135,10
543acdb5f7,594,0.8575629840211744,9
2ff32a1188,358,0.40084305460249,5
23a7afcb36,177,0.0,0
7d48474434,577,0.9983334967160082,10
1a2d060823,468,0.0,0
2fbde8630d,538,0.0,0
23afbccfb5,338,0.7821782178217822,8
0c6ec35477,445,0.27105185766101364,3
5ff89814f5,268,0.0,0
a2530b4c45,113,0.0,0
3fe0ac38f0,385,0.029310851877266935,1
ae11c7b131,724,0.5283795706303304,6
2fe4adfd48,813,0.0,0
3b05fe7a3f,639,0.001078325654347613,1
73a4c6a4bb,518,0.0433290853837859,1
7cf386709a,713,0.18145279874522105,2
fe4f6ff284,857,0.011959611802764435,1
aebff18bf9,433,0.9451034212332124,10
51e8e6bfc4,271,0.0,0
5673036fa1,787,0.0,0
0d9adabb2c,665,0.9100088226644447,10
849ccdf3af,757,0.0,0
3dbbc237c5,818,0.09881384178021763,1
d00d1ea52b,312,0.0,0
f3220c3590,497,0.5133810410744045,6
27c035c5ae,489,0.6896382707577688,7
95a87f8ad9,108,0.0,0
954502fb12,314,0.6765023036957161,7
95d3841a53,746,0.44221154788746203,5
81c1149163,646,0.03382021370453877,1
1ad819c49a,943,0.012743848642289972,1
8a4671cb47,568,0.40819527497304187,5
b172bd2032,398,0.7598274678953044,8
44f2ea3584,228,0.01637094402509558,1
ef753a06c7,614,0.07548279580433291,1
653c7e9f6c,642,0.911185177923733,10
f43f1e7456,776,0.26918929516714046,3
25bbbcd4a4,826,0.9992157631604744,10
aa9eb3a110,359,0.05773943731006764,1
1abe5e8a3d,746,0.9909812763454563,10
d5a283c553,397,0.13479070679345162,2
44edd661a0,481,0.592490932261543,6
dccd2d9d48,340,0.06205273992745809,1
0cc1d0e4c4,348,0.4808352122340947,5
fb5adc8df0,553,0.687677678658955,7
f5d1176e33,163,0.0,0
b12a5a2b61,475,0.9884325066169983,10
fd998a993b,466,0.8445250465640624,9
bb9af788f8,642,0.4745613175178904,5
e060d5ca41,506,0.0,0
b3b37c152d,351,0.44779923536908145,5
48db3b8c5f,712,0.6498382511518479,7
c4adb6e891,252,0.0,0
b839f805f9,453,0.49014802470346047,5
9494906f54,553,0.37398294284874034,4
58de316918,901,0.24752475247524752,3
ff24769ea3,419,0.0,0
956c91fe94,679,0.0006862072345848446,1
f87365827d,827,0.0015684736790510733,1
ace37eaaf9,814,0.00843054602489952,1
cb0d3e8399,112,0.0,0
f70f3b7b95,202,0.14812273306538576,2
62aad7556c,926,0.5148514851485149,6
843e8ec44e,351,0.17625722968336438,2
1b8d100712,528,0.9862758553083031,10
f7b1bd7c8a,323,0.9322615429859817,10
70e9442b06,951,0.0,0
d453812357,483,0.33555533771198903,4
29a1b18e79,378,0.9126556219978433,10
dbb4b51e4a,262,0.0,0
38673ade97,478,0.08861876286638565,1
a49edf33ae,177,0.0,0
e0fb508d51,863,0.0,0
8db9dc4a62,650,0.7505146554259386,8
28ad4e60c5,634,0.08459954906381727,1
51179a1815,377,0.11508675620037251,2
5f8b4540fd,199,0.0,0
de5a329823,631,0.0,0
5f48c8c123,452,0.0,0
8cb6f8581b,188,0.026958141358690325,1
1a5c093750,716,0.0,0
9fdb6afc56,304,0.02058621703754534,1
42a3baf571,277,0.5894520145083816,6
08173ef66c,391,0.8950102931085188,9
b9c2f9550a,664,0.0,0
a89d1999ec,260,0.1128320752867366,2
1e4a233a70,666,0.0,0
28a1187a4e,595,0.0,0
58f752db3b,417,0.7294382903636898,8
e5a8368ee6,785,0.0,0
8174aba668,584,0.045289677482599745,1
494daad56b,774,0.14273110479364767,2
75eaea4cdb,347,0.4826977747279678,5
6abe55deaf,322,0.0,0
a0219e8fa4,579,0.0,0
3e3431be2f,607,0.0,0
3d0acb5c90,393,0.9950004901480247,10
0c02f95a08,681,0.47907067934516223,5
8ebceef687,321,0.7217919811783159,8
7588e9645a,311,0.1275365160278404,2
b1dc23a427,432,0.9976472894814233,10
47729d4ee5,456,0.0,0
ebff5f719e,667,0.34584844623076166,4
48a18f5386,638,0.043427114988726596,1
83be4b6836,849,0.7364964219194197,8
8b0d16466b,625,0.5545534751494952,6
b09f0e743d,688,0.0,0
4541761ba4,614,0.201842956572885,3
d83a74a082,596,0.14233898637388492,2
cc216a861c,162,0.0,0
28a9c6e5fe,940,0.0,0
71a5b1da57,339,0.9942162533084992,10
6d55cabc8d,157,0.0,0
07e08eee37,333,0.7754141750808744,8
b240778420,659,0.0,0
fc944f4e1f,570,0.9920596019998039,10
fdb7d132be,634,0.0008822664444662288,1
fa70e3da06,849,0.0,0
1ee82dabee,514,0.26203313400646994,3
2da8da57e1,387,0.0,0
4608c638bd,140,0.0,0
9086ac3a68,485,0.07273796686599353,1
6b5b7c0ff3,739,0.3568277619841192,4
7bf203a987,412,0.5685717086560141,6
24522ec665,298,0.8217821782178217,9
691fec8ce2,434,0.7945299480443094,8
5e0d2e6c25,687,0.0,0
3577258d6b,304,0.0,0
ddcb1ad560,738,0.0,0
78b2d05419,613,0.21360650916576807,3
9667824566,557,0.26918929516714046,3
f0b5a05a6e,356,0.002156651308695226,1
69013a70ab,473,0.7462993824134889,8
088a402727,255,0.0,0
9fac28f3df,564,0.0,0
8e48de3b3b,458,0.3053622193902559,4
c9ffc53f25,620,0.9422605626899324,10
5d0a9c5b0e,482,0.9982354671110676,10
9b31db4e58,779,0.0,0
44ccc2d846,913,0.0,0
f959f79b64,536,0.0,0
84723e7793,437,0.0,0
62df3565cd,488,0.8952063523184002,9
ceb69201df,549,0.983138907950201,10
47bd268dcd,347,0.7847269875502402,8
572cb220d2,635,0.01078325654347613,1
ab767aef7f,659,0.0,0
2615b5210d,739,0.0,0
367c6fb412,83,0.0,0
d58653f803,701,0.479462797764925,5
c2973c16f1,869,0.693069306930693,7
212f074587,444,0.41593961376335653,5
96523f824a,752,0.46534653465346537,5
df5df272fb,73,0.0,0
4210e9e5d3,504,0.0,0
32599d97bb,501,0.0,0
f7c147ac61,568,0.0,0
9d98768f19,791,0.04411332222331144,1
6ab003835b,659,0.015096559160866581,1
d35af24206,782,0.06342515439662778,1
53eb356632,781,0.0015684736790510733,1
a91bd88bc1,378,0.0,0
7d0b2f2046,489,0.004999509851975297,1
b1f0e104f5,473,0.5020096069012842,6
22a889c9fc,577,0.0,0
d1f7d2876b,561,0.05901382217429664,1
b9afd7b728,658,0.7535535731791001,8
d14db20055,743,0.0,0
eed279a71a,339,0.0,0
0f4637e4b7,218,0.0,0
63e32c0cfb,339,0.6103323203607489,7
65dc362682,934,0.0,0
c038f6fbe4,735,0.3714341731202823,4
74d7a9df8b,234,0.2898735418096265,3
a803fc87d1,336,0.0,0
c9a2990f76,530,0.42456621899813746,5
5cb2496125,99,0.0,0
440534c8dd,184,0.009802960494069209,1
b345b1f290,355,0.0,0
4575e490e4,691,0.0,0
2fe0292eea,422,0.0,0
21e1d6e38d,547,0.0,0
f950879320,651,0.0,0
4be0764138,324,0.0,0
e6a78e36b5,441,0.4512302715420057,5
b97918ac08,900,0.012939907852171357,1
f78674d646,946,0.0,0
a8e5845bf9,663,0.4551514557396334,5
255e6ef6a9,947,0.0,0
e6ab700d15,121,0.0,0
93a0cb5111,772,0.0,0
1c37e37fbf,337,0.22389961768454072,3
941d0865da,164,0.0,0
f724f78b1a,706,0.0,0
7aebdeb9a7,281,0.3994706401333203,4
d66bb0c151,536,0.0,0
1d955f8103,709,0.0,0
939879034e,620,0.4438780511714538,5
ad6e3961d4,519,0.8665817076757181,9
b1e590d1c9,774,0.9883344770120577,10
568d119e66,365,0.00029408881482207626,1
23a17b87e7,564,0.0,0
a41357f553,781,0.14488775610234292,2
2af240d261,425,0.7127732575237722,8
44f5dd71ab,625,0.0,0
705eb5d67a,222,0.0,0
52914952d6,438,0.26948338398196253,3
6153c227de,550,0.27575727869816685,3
8270908d6a,475,0.6282717380648956,7
843447abe4,576,0.0,0
cffbfab33b,755,0.9893147730614645,10
14dcf18fb6,599,0.5576904225075973,6
de51e77a38,424,0.0,0
665e84dc42,273,0.3136947358102147,4
76ae1014bd,294,0.0,0
abe36055e8,342,0.0,0
49f22705ea,549,0.0,0
5f3b26ac68,775,0.46269973532006664,5
bb8c452bb6,443,0.010489167728654054,1
e9909298a9,708,0.9172630134300559,10
bb697642ae,621,0.0,0
f4784e4f1f,172,0.0,0
8c9a0ea088,541,0.17390451916478777,2
f641699848,552,0.3069306930693069,4
93f8f9e663,471,0.07224781884129007,1
89ad7a93d6,362,0.0,0
0a1742c740,282,0.5862170375453387,6
651b2c01bc,496,0.9424566218998137,10
3822f73c1c,551,0.2550730320556808,3
5cf1f1e7f0,282,0.4695618076659151,5
ec7522391d,718,0.0,0
4329ab8cf6,260,0.0,0
659193a103,629,0.0,0
0fd38464c3,364,0.39819625526909125,4
fd4741392b,702,0.9873541809626507,10
71d10659ad,554,0.0,0
520fdf987c,364,0.0,0
fe9e558605,535,0.0,0
1267729ffd,663,0.5690618566807176,6
fa92bed2b1,810,0.0,0
70c8e14243,544,0.5946475835702382,6
e0bde1cf11,184,0.0,0
074673a5f1,347,0.0,0
33f32ff406,288,0.0,0
a1e32a6815,549,0.7719831389079502,8
41a4f7424e,371,0.20213704538770708,3
a60daba969,725,0.21909616704244683,3
c7408f1d38,548,0.5251445936672875,6
7ab70da99b,127,0.0,0
465486e6ec,346,0.1361631212626213,2
466548defe,322,0.0,0
236a5cc090,676,0.20223507499264778,3
31ca053bec,355,0.7190471522399765,8
ad29bc8923,681,0.0,0
4a5595076f,531,0.3879031467503186,4
638e7a825e,552,0.9973532006666013,10
384d50db49,656,0.45152436035682775,5
0c62ed4494,647,0.41839035388687384,5
4c4556fff0,695,0.007058131555729831,1
42d64f2d78,631,0.7124791687089501,8
dab1d67df7,674,0.76629742182139,8
f1395b9e13,356,0.0,0
81e9af5ee2,814,0.07950200960690128,1
dfe111dace,780,0.0,0
cf241124b1,616,0.0,0
fa3e7cb3f5,430,0.0,0
5b8dc086ff,593,0.05970002940888148,1
5fd2a3ef64,771,0.21272424272130183,3
fa59461848,615,0.6345456327810999,7
9d12bb050d,443,0.0,0
b51c130238,552,0.5101460641113617,6
f9645c1acf,628,0.0,0
6c4568e51c,364,0.29722576218017843,3
973a4f6dad,712,0.8570728359964709,9
7d5c34a95a,492,0.07352220370551907,1
4514d46495,699,0.0,0
1f7e3eef06,637,0.02676208214880894,1
5be9925bca,642,0.2974218213900598,3
23b7bf14c5,548,0.66571904715224,7
31b1314c62,330,0.09802960494069209,1
346358e652,649,0.00019605920988138416,1
0280deb8ae,363,0.5148514851485149,6
85fe62d2d6,454,0.0,0
3c1d07fc67,882,0.0,0
8adaa82868,539,0.5682776198411921,6
f0ea2421f0,122,0.0,0
e51bea30d0,454,0.3469267718851093,4
a6c2605919,520,0.33898637388491326,4
d9a52dc263,609,0.8613861386138614,9
2b30313d2c,461,0.372806587589452,4
50b3aef4c4,116,0.0891089108910891,1
9a478d8cf2,290,0.0,0
019afb4b4e,685,0.21017547299284384,3
930183efe5,489,0.5923929026566023,6
1379940546,511,0.6458190373492795,7
badc44bb99,746,0.0,0
cd5cd074f1,378,0.5104401529261837,6
9bd58061d6,614,0.16694441721399864,2
da689f1bca,480,0.906087638466817,10
77abc5ed21,884,0.1648857955102441,2
4db68c7d25,792,0.9097147338496225,10
e4d9d1178c,382,0.0,0
d353a74b66,466,0.0,0
5ec6db5c9d,912,0.0,0
18ac660fbb,407,0.4134888736398392,5
f5ffe74512,600,0.1474365258308009,2
1c6f7aac78,130,0.0,0
b8dea42e1a,659,0.9873541809626507,10
26808abb2d,310,0.5680815606313107,6
9e7d89d4c0,668,0.0,0
9c4c524983,423,0.8945201450838153,9
1f8bf8c5d0,652,0.0,0
66fed16154,114,0.6339574551514557,7
1a4ffa4415,263,0.0,0
56ced19ad6,192,0.06107244387805117,1
2556c23489,655,0.2722282129203019,3
28948eeb9c,306,0.0,0
7f30236ca4,424,0.0,0
d1665744c3,202,0.0,0
e3755d5769,228,0.0,0
3da64841d8,532,0.9828448191353789,10
eec46ec66b,204,0.31183217331634155,4
d71ca6d32c,351,0.03323203607489462,1
a3ff13b1e1,557,0.0,0
db75c6831e,525,0.00421527301244976,1
92e617896e,374,0.0,0
38232d1fe3,399,0.5958239388295266,6
657f2c34f7,465,0.2586020978335457,3
4a27de03fc,238,0.5196549357906087,6
8d89d465fc,529,0.705519066758161,8
17c6355815,543,0.0,0
0ddcd3fd1a,112,0.0025487697284579942,1
a4442fef48,483,0.6749338300166651,7
5468ed796d,414,0.0,0
5df9874c5b,615,0.0,0
351ea99ec3,415,0.13194784825017156,2
226eeb7c67,707,0.0,0
60dccbc52f,158,0.22086069993137927,3
6dea52e54d,352,0.8072737966865994,9
96f26f6397,626,9.802960494069208e-05,1
31d35c7c1d,494,0.21223409469659837,3
9a91290888,919,0.0,0
f06ef6c8b7,320,0.8467797274776983,9
e5a6b92463,444,0.4643662386040584,5
d1c9be7e25,437,0.7864915204391726,8
76761b2a41,548,0.47740417606117047,5
b937f4558c,824,0.44025095578864815,5
642c62a158,807,0.3606509165768062,4
558b11d1b8,435,0.02391922360552887,1
b9fcc34ef3,567,0.16635623958435447,2
fd949b5ab7,503,0.2946769924517204,3
711e8ac5ba,224,0.0,0
de7af15747,810,0.6640525438682482,7
6aff151236,700,0.0,0
cd6ed7690d,281,0.03754533869228507,1
9bf8f84094,506,0.6704244681893932,7
cae4ec68c0,630,0.0,0
59dabe134f,542,0.0,0
a5ccb4f8d9,615,0.0,0
71d7482240,601,0.04666209195176944,1
a31e485287,53,0.0,0
669cb42011,559,0.03989804921086168,1
47048ac10a,630,0.028820703852563474,1
7d963e0f5d,551,0.4623076169003039,5
10ecfda568,465,0.0,0
dce4c70a99,615,0.4101558670718557,5
06c2c49688,420,0.0,0
92895cb54f,500,0.4629938241348887,5
a2a9c0c00a,796,0.43201646897363005,5
e880e84886,661,0.9307910989118714,10
39cd06da7d,531,0.7623762376237624,8
1cc428e57e,559,0.1252818351142045,2
b194549062,909,0.0,0
455d05742a,214,0.0,0
fa01eb7fdf,819,0.0,0
f429b8e6f8,266,0.12851681207724733,2
52ac7bb4c1,400,0.5247524752475248,6
7ebd3f0cdd,101,0.0,0
4d58e8d8ff,251,0.10881286148416822,2
7c0b76979f,117,0.19801980198019803,2
b60fbb288b,373,0.19556906185668071,2
ba6970504c,535,0.34878933437898246,4
d4d2ed6bd2,330,0.6435643564356436,7
60698e8fd2,266,0.06420939123615332,1
20658e781f,594,0.0,0
a4a2921863,722,0.0,0
5fd411e302,328,0.10312714439760808,2
1b5a148cd3,820,0.0,0
0115703825,781,0.05156357219880404,1
18590f686a,596,0.8937359082442897,9
3e8b5729dc,462,0.19919615723948633,2
0d3b5ec2a8,516,0.0,0
6a29fbd74b,544,0.0,0
185172060e,699,0.8590334280952848,9
a898892737,620,0.9441231251838055,10
c38e2a42e3,618,0.3802568375649446,4
859f623d32,165,0.0,0
c8d70d9c3d,544,0.02911479266738555,1
204c4657d5,616,0.0,0
778a92f420,476,0.10763650622487991,2
9fd1beec08,781,0.0,0
ed6f9dfa22,659,0.009312812469365748,1
e0da89ce88,250,0.0,0
2b2fc71ee1,251,0.07950200960690128,1
99c726d528,551,0.0,0
