,id,z,coverage,coverage_class
3085,e41a05735d,611,0.0,0
336,ea3cdbd7cd,704,0.10195078913831976,2
1290,76ae1014bd,294,0.0,0
2035,31250cef62,656,0.02872267424762278,1
3775,7bfd026d91,585,0.7937457112047839,8
1335,42d64f2d78,631,0.7124791687089501,8
6,9842f69f8d,907,0.0,0
1528,5187e13789,649,0.0,0
2568,2a26fb616b,693,0.16282717380648956,2
685,6f438c26f8,206,0.0,0
1015,52a0f74bfe,310,0.0,0
2744,e082398595,652,0.0,0
2173,67dfa4bcf5,340,0.4893637878639349,5
2372,9fabca6b17,205,0.0,0
47,c4f2799234,188,0.1114596608175669,2
2805,64baad8029,791,0.11998823644740712,2
381,082d2910a8,556,0.008136457210077443,1
2983,7ce6463bc8,432,0.0,0
2625,dc0119712d,458,0.0,0
3777,e27400528c,498,0.38564846583668266,4
3093,69bb149e2d,222,0.0,0
3662,6edba13f1b,675,0.5193608469757867,6
3044,e278cee272,765,0.05646505244583865,1
3147,a2bce9d94a,346,0.17419860797960984,2
234,f456e3161d,584,0.17498284481913534,2
2500,7135ca553a,128,0.0,0
346,cef624f327,177,0.0,0
3741,48940ae0b0,608,0.0013724144691696892,1
3423,ca0d3ea2f5,637,0.9248112930104893,10
2896,c66a9ea31d,555,0.9980394079011862,10
621,a9ebb78977,622,0.9021664542691892,10
2525,0e16439e05,541,0.9870600921478286,10
228,8c477d6abf,558,0.6290559749044211,7
321,de95e861ac,251,0.0,0
3187,2f00b33427,260,0.008528575629840211,1
3203,5f1aa014c5,222,0.0,0
783,68b593f903,500,0.5382805607293403,6
3306,9c3383eb85,789,0.0,0
3511,03be56aa9a,697,0.0,0
793,80a458a2b6,94,0.4950495049504951,5
1574,efe3e72587,695,0.0,0
830,fff4eb4941,693,0.0,0
546,ea2f1fa62f,532,0.3975100480345064,4
1727,c353af5098,757,0.9950004901480248,10
3516,f3fb95295e,541,0.0,0
62,428a877104,919,0.0,0
3530,6b2f7ba83d,518,0.0,0
3020,852873eb7b,156,0.0,0
1998,e34c1220b1,946,0.9948044309381432,10
1817,b9ebcbc115,460,0.6852269385354377,7
1561,a5805697c1,340,0.4251543966277816,5
3928,38063f77a8,833,0.01686109204979904,1
2888,851a37ac37,406,0.0,0
3204,418b7878a8,453,0.0,0
3003,6397715bb4,439,0.3963336927752181,4
3751,2f2e86de0b,671,0.015684736790510734,1
698,db02a30bb8,348,0.5691598862856583,6
351,20894faad9,777,0.0,0
1818,8431a87cff,635,0.06264091755710224,1
1967,a07c1fd090,343,0.885697480639153,9
1549,c26ff00bfd,849,0.0,0
1143,d453812357,483,0.33555533771198903,4
251,89dfb7ba1d,547,0.6000392118419763,7
1057,7a0c8915be,716,0.8283501617488481,9
1355,31b1314c62,330,0.09802960494069207,1
3819,2f493f72ff,541,0.4492696794431919,5
2069,9db11d4414,683,0.6218998137437506,7
3725,c2485cb6c3,605,0.5404372120380355,6
298,82c340f4e5,474,0.7979609842172336,8
3149,69ee613976,515,0.02411528281541025,1
2133,1770691c51,813,0.0006862072345848446,1
3286,7f0ee9c30a,791,0.9802960494069208,10
1789,15d079a8e8,459,0.5562199784334869,6
2187,4f6328bf93,637,0.050387216939515735,1
1284,8270908d6a,475,0.6282717380648956,7
1171,3e3431be2f,607,0.0,0
2918,143eefe05a,285,0.0,0
1919,fff987cdb3,332,0.704538770708754,8
1755,d998a07370,655,0.02636996372904617,1
2230,d916ac7864,243,0.4225075972943829,5
1498,7f3e8a8526,843,0.0,0
101,4b522e501e,311,0.7724732869326537,8
1267,1c37e37fbf,337,0.22389961768454072,3
2836,136af05158,424,0.815018135476914,9
2984,4e47ff086f,458,0.0,0
1604,8f2087a1f5,772,0.0,0
3733,7af5b00299,590,0.5060288207038526,6
618,e61d42e6cf,365,0.9733359474561316,10
1650,d885813aa8,510,0.0,0
2109,5c65a9775b,775,0.0,0
3690,a72f220de9,470,0.6909126556219979,7
3324,fd257af5d2,424,0.0,0
1308,659193a103,629,0.0,0
2716,4ad2ddacfc,615,0.9675522007646308,10
3189,eb3a40225e,738,0.0,0
3614,ac1ea6faa4,635,0.8170767571806685,9
2131,95af8ca744,524,0.36829722576218016,4
822,6bc4c91c27,655,0.12871287128712872,2
2439,c1431cfade,480,0.5849426526811097,6
1571,533a731c99,453,0.0,0
1673,10f24c23af,323,0.25379864719145184,3
2667,766784f810,403,0.5076953239878443,6
3406,4b019a8354,617,0.0,0
1322,a60daba969,725,0.21909616704244686,3
402,d99612d949,494,0.0,0
3389,f5b2861c9b,672,0.4144691696892461,5
1371,badc44bb99,746,0.0,0
2581,8e7324c8ed,383,0.0,0
3967,fb47e8e74e,757,0.3762376237623761,4
3024,84b5568c2a,557,0.16184687775708265,2
3977,0e63d9a8b4,515,0.01323399666699343,1
1416,31d35c7c1d,494,0.2122340946965984,3
1948,999cb0ea3b,629,0.0,0
3274,a4fb7072d6,637,0.10871483187922752,2
393,58135d5189,710,0.0,0
1155,8cb6f8581b,188,0.026958141358690325,1
16,40dcff68b3,707,0.6202333104597588,7
3405,6d8a8e2e6d,554,0.13753553573179098,2
2444,a7fa6dd049,282,0.058425644544652475,1
3848,963210b127,421,0.5869032447799235,6
258,75c554378e,569,0.0,0
1137,f70f3b7b95,202,0.14812273306538576,2
195,d8b2dc2e8a,659,0.304676012155671,4
2817,be1f425eac,397,0.5054406430742084,6
2068,875dda3975,727,0.0,0
3335,e3349e2125,465,0.006273894716204293,1
1900,cd6320c6eb,163,0.0,0
1007,ede36de5cc,483,0.0,0
3279,608567ed23,325,0.9306930693069309,10
1716,128f3b0e36,621,0.20821488089403,3
2602,edd5fc6648,287,0.1228310949906872,2
3216,821e0217f0,673,0.020390157827663957,1
85,28553d5d42,313,0.0396039603960396,1
2854,2b55bdbda1,361,0.018625624938731496,1
1783,b9f3886670,763,0.0,0
1993,56b5540fd7,695,0.9999019703950592,10
3697,a87eb66a65,794,0.0893049701009705,1
3148,6ac91c75fc,483,0.034016272914420165,1
3040,cdf9422054,796,0.0,0
632,7a9610078a,905,0.0,0
2245,7a6d32bcae,300,0.010489167728654054,1
2086,f507d4f122,459,0.0,0
2126,5489a9e706,809,0.0,0
2118,7972b70832,767,0.25693559454955395,3
3071,1268fbf8c2,495,0.34918145279874524,4
328,99d3fbf9f1,204,0.5013233996666994,6
3675,e099e54eee,458,0.27046368003136945,3
2243,90bf0125af,582,0.0,0
1708,77acb619e7,563,0.6067052249779433,7
3709,c4ed7cdb1c,540,0.6276835604352514,7
3585,168f625d62,741,0.3062444858347221,4
1418,f06ef6c8b7,320,0.8467797274776983,9
1624,ca58996278,828,0.0,0
3430,5081bad441,554,0.3255563180080384,4
3939,8c916f9cb5,691,0.7255171061660621,8
2087,b67c735ff6,653,0.07479658856974808,1
805,0937b1df3f,274,0.4819135378884423,5
2491,be4db8ff8a,807,0.0,0
3362,c1c6a1ebad,89,0.0,0
3167,0a18b314fc,230,0.0,0
200,3edc3edf92,330,0.024997549259876482,1
3846,b2958f2747,821,0.10332320360748946,2
2953,573f9f58c4,120,0.0,0
3339,82c316179b,461,0.4906381727281639,5
2982,efc705478f,498,0.8029604940692089,9
1522,f121c06f1f,93,0.0,0
3386,d9d7716b7a,657,0.0,0
3426,acb95dd7c9,122,0.0,0
1278,a41357f553,781,0.14488775610234292,2
844,ffe228a7e3,585,0.03930987158121753,1
3198,de091953f9,694,0.0,0
3558,ad5454050e,397,0.1549848054112342,2
1185,cc216a861c,162,0.0,0
368,5ce554e890,313,9.802960494069208e-05,1
3070,8d28e714e3,336,0.0,0
1086,3fe0ac38f0,385,0.02931085187726693,1
403,35bbf1302b,596,0.005881776296441525,1
3459,badb3ea766,773,0.0,0
593,7c6f76a267,369,0.0030389177531614546,1
2608,b6520147bb,588,0.4502499754925988,5
1640,05139ad3e5,734,0.0,0
1623,a8be31a3c1,266,0.0,0
3448,4ad8a63538,82,0.030487207136555238,1
718,6c45d80d1e,334,9.802960494069208e-05,1
2102,7a696bb878,391,0.0,0
409,f9a3d103d7,808,0.6750318596216057,7
2638,c1503fb0ec,480,0.0,0
2503,90b1a59d1b,710,0.8373688854033918,9
2520,9e8e175c01,217,0.009018723654543672,1
540,7c6221dbb8,226,0.0,0
1747,d3be640ed4,359,0.0073522203705519065,1
3678,a4c734f1a8,224,0.7493383001666504,8
2313,d531fa41aa,315,0.0,0
248,f4e6928ad4,720,0.016174884815214195,1
782,d31c506913,639,0.0,0
3984,c7f54785b8,297,0.0027448289383393784,1
944,3792be0845,443,0.7995294578962847,8
39,36aa21019e,482,0.7891383197725713,8
2308,cadfbf8011,546,0.9982354671110676,10
1647,dd81358234,336,0.0,0
2507,641ef8ba11,624,0.0,0
146,340fe814a3,652,0.4702480149005,5
433,6a6b42a6f2,837,0.2756592490932261,3
3099,bf73cacab5,427,0.014606411136163119,1
2362,ea1332b03d,302,0.0,0
691,4a7418a5e6,829,0.5736692481129301,6
1434,a5ccb4f8d9,615,0.0,0
1816,66c61616cc,690,0.0,0
3327,7616ee06bd,389,0.0,0
1156,1a5c093750,716,0.0,0
772,5ad4b1d1ff,592,0.0,0
3736,755c1e849f,397,0.0,0
1713,4c7f2b2c18,516,0.5084795608273699,6
1430,cd6ed7690d,281,0.03754533869228507,1
2110,77608c7770,512,0.0,0
388,8b09c914be,590,0.0,0
2886,5aee63c515,611,0.19145181844917164,2
490,40aaac97b1,551,0.20654837761003825,3
2049,3687839ecc,767,0.7965885697480639,8
3617,8d08955cdf,752,0.09626507205175963,1
1334,4c4556fff0,695,0.0070581315557298316,1
1863,b097a1f9e0,700,0.0,0
390,52667992f8,378,0.8514851485148515,9
136,99909324ed,67,0.0,0
653,4b0bf2f4a1,450,0.0,0
2606,d56050d3ab,326,0.09322615429859818,1
397,4f3368a855,682,0.004999509851975297,1
2253,b5a47c646f,680,0.0,0
71,4e6855dbae,500,0.9065777864915204,10
449,0642bbbc5f,150,0.0,0
2464,d944700bae,348,0.0,0
1146,38673ade97,478,0.08861876286638565,1
53,dd5a90cf89,226,0.5523968238407999,6
1965,4f5df40ab2,514,0.7326732673267327,8
3472,4e51caa68e,398,0.0,0
847,52020f0fd4,367,0.01686109204979904,1
2013,f7380099f6,796,0.594059405940594,6
3672,fcf5137a10,129,0.0,0
2051,9e426ec524,766,0.12410547985491617,2
2357,e199174d64,633,0.0,0
785,65d05b81c6,325,0.31124399568669736,4
1184,d83a74a082,596,0.14233898637388492,2
246,dfc8a378b7,820,0.4635820017645329,5
1078,23a7afcb36,177,0.0,0
1412,226eeb7c67,707,0.0,0
2796,6d593a19d1,436,0.0026467993333986863,1
2554,7db7a5fb8f,455,0.0,0
3706,b8f76a8e5f,428,0.0,0
2979,a98d950667,563,0.0,0
2315,3a690dbd1b,354,0.04479952945789629,1
3764,6d93c0a95e,554,0.0,0
2376,ae6ea6e613,213,0.0,0
1715,c06ce71f9a,128,0.0,0
2481,bebae78c6a,887,0.0,0
3156,5fd8ed2395,482,0.0,0
2914,51ede1c702,400,0.17655131849818645,2
1317,e0bde1cf11,184,0.0,0
1836,254efd9043,585,0.3596706205273993,4
3361,7568a9474e,210,0.02097833545730811,1
3048,a35792b156,276,0.4319184393686893,5
759,299ef808f6,119,0.2586020978335457,3
578,ce0e9def63,710,0.009508871679247131,1
2225,ea2fe8434f,426,0.0,0
3869,361d5e6834,687,0.030193118321733162,1
3911,d14ad5cb55,661,0.0,0
2806,d3c3988e54,315,0.010881286148416823,1
2030,bf72590547,481,0.09999019703950593,1
973,e7c54b5f4e,541,0.6056268993235957,7
1757,8d2e68312e,743,0.0,0
482,3ca252f526,435,0.9850014704440742,10
3547,1cb9549d2c,593,0.0,0
357,73a2f6fb22,642,0.2918341339084404,3
3610,d583d291ea,353,0.0,0
1955,980570ed7e,498,0.0,0
516,c701db91e2,359,0.7949220664640722,8
2215,c920246511,725,0.0,0
2347,958a3dd464,426,0.0,0
3467,768d5f7ade,209,0.0,0
2960,087192e2ec,797,0.05538672679149103,1
2526,29162a3471,683,0.9823546711106754,10
692,9fe6cf976f,661,0.03568277619841192,1
1828,babbac4cf9,397,0.36241544946573867,4
3658,923249032c,466,0.10097049308891286,2
304,99817a653e,252,0.0,0
2195,87afd4b1ca,668,0.19801980198019806,2
2026,94b3a9ed9c,831,0.30046073914322124,4
2589,27c4850501,721,0.7139496127830605,8
3474,abe74273c8,512,0.13449661797862955,2
2485,399694c381,441,0.0,0
3765,3cd0ce6e18,132,0.2658562885991569,3
3804,9fe707f837,719,0.128614841682188,2
199,71d3bf0ea8,803,0.09322615429859818,1
3489,a32b0d0cd7,510,0.3493775120086266,4
216,83bb4578eb,386,0.7398294284874032,8
3752,00a3af90ab,531,0.00235271051857661,1
2878,28f6f52c8f,317,0.6705224977943339,7
3972,711c478c93,548,0.0,0
2852,cc15d94784,76,0.0,0
2208,05d9351a35,304,0.15165179884325067,2
2409,7a095f0b21,315,0.7008136457210078,8
1323,c7408f1d38,548,0.5251445936672875,6
2732,380ff30e30,892,0.5214194686795413,6
1824,d2e44953e6,478,0.9424566218998136,10
622,886c96ffb8,583,0.5904323105577884,6
1736,e93ddc6ba7,155,0.0,0
2682,3c2ea1a63f,847,0.0,0
3514,b393a57640,383,0.5087736496421921,6
26,4696bb53e6,438,0.21899813743750607,3
502,1abf3d7f60,649,0.9850995000490148,10
1307,4329ab8cf6,260,0.0,0
2466,fbfa863bd4,374,0.5306342515439663,6
2036,063cf2a23a,335,0.0,0
671,7b9facc0aa,462,0.0,0
462,dae96d99b2,126,0.0,0
704,590e6bdbef,660,0.3678070777374767,4
3926,9dde6475f9,370,0.31418488383491816,4
2543,f362d474b7,533,0.0,0
2282,056bfa0cc8,389,0.0,0
3981,0530b67189,437,0.5660229389275562,6
2946,740e4ce45d,318,0.0,0
2395,aa1cd9fb71,319,0.24615233800607786,3
1564,ac6055e7ce,247,0.013920203901578276,1
562,a19163fc11,248,0.0,0
1794,4e961dd0ed,811,0.0,0
1679,b012e9ebb0,601,0.5002450740123517,6
1016,e3cded005d,662,0.8225664150573473,9
3253,d145884178,552,0.9707871777276738,10
3190,92d116836e,193,0.0,0
3194,6994342067,503,0.9689246152338006,10
3724,b354751edd,706,0.0018625624938731495,1
3422,595deae139,655,0.0,0
1706,6ebb6826bd,475,0.035878835408293314,1
1606,f234066134,680,0.20115674933830016,3
743,b0d8f26ad8,762,0.3641799823546711,4
3551,df344e0599,721,0.3613371238113911,4
2209,5a81181e41,512,0.0,0
3605,17972a6517,813,0.0,0
3399,2886e27fb6,588,0.4709342221350848,5
1990,3228f203a3,590,0.041172434075090684,1
1289,665e84dc42,273,0.3136947358102147,4
3666,1277f1a611,277,0.0,0
2734,8d9b8d724a,216,0.0,0
1103,954502fb12,314,0.6765023036957161,7
2345,5b217529e7,446,0.7623762376237624,8
732,4f349b5ab8,148,0.0,0
2674,aa21ba676c,542,0.1587099303989805,2
2241,869f99406d,632,0.4506420939123616,5
675,184356736e,592,0.09871581217527693,1
1092,fe4f6ff284,857,0.011959611802764437,1
1172,3d0acb5c90,393,0.9950004901480248,10
159,cddb50fb4b,575,0.2550730320556808,3
1266,93a0cb5111,772,0.0,0
2508,4864559ba5,110,0.0,0
1424,558b11d1b8,435,0.02391922360552887,1
3702,6fc88fcbed,483,0.9602980099990196,10
2850,17a8b7e7f3,545,0.5282815410253897,6
158,ef654c1b73,946,0.0,0
2334,a27e64c2f7,514,0.0,0
345,3fd0ef2d38,660,0.02636996372904617,1
38,9bf982cf65,716,0.9599058915792571,10
2211,7277ef5fef,556,0.0867562003725125,1
3126,5c51c23a7b,276,0.30320556808156063,4
2532,53b480e29f,172,0.0,0
1145,dbb4b51e4a,262,0.0,0
926,74de17e9c0,569,0.02607587491422409,1
150,da082ec985,487,0.9998039407901186,10
542,2fb152d905,499,0.1969414763258504,2
908,cd69ee839f,444,0.1177335555337712,2
2111,022b1b01be,64,0.0,0
3878,de261976e6,652,0.3399666699343202,4
1064,cf7abfc8bb,487,0.0,0
1142,70e9442b06,951,0.0,0
249,9385125b12,266,0.0,0
3258,4bb8260218,94,0.2207626703264386,3
3990,633c7d5c80,249,0.0,0
250,c901f669f8,511,0.056268993235957264,1
1590,f2f0278d02,737,0.31045975884717186,4
3372,46bec86213,455,0.6106264091755711,7
2647,1463aee5b3,482,0.0,0
736,2c45b152f1,312,0.5309283403587883,6
716,b24d3673e1,945,0.6039603960396039,7
2516,4630209118,702,0.4223115380845015,5
2398,33ba7dd9a1,237,0.0,0
2057,96d1d6138a,230,0.0,0
230,726a0d854d,846,0.0,0
1987,967d30a3fd,574,0.021762572296833645,1
2870,89ba98210c,197,0.0,0
3973,84e23dba29,576,0.20017645328889325,3
1742,aa1c0ba47b,477,0.2590922458582492,3
1655,c092a99d23,481,0.631310655818057,7
3881,2444e83809,696,0.9194196647387513,10
3471,939c88a964,658,0.4668169787275757,5
850,5ebe9e404d,685,0.6252328203117341,7
923,3a310860a3,821,0.9878443289873542,10
209,483b35d589,691,0.6237623762376238,7
2624,78be8270bb,284,0.8153122242917361,9
488,a5c6cde207,614,0.0,0
3754,8116fa64d4,399,0.02636996372904617,1
1986,1b0d74b359,172,0.0,0
840,0589f557d7,523,0.010195078913831977,1
3915,accb644c9e,440,0.7042446818939321,8
2847,02adf272e9,497,0.4101558670718557,5
9,28f865caaa,147,0.0,0
1969,bfbea83faa,227,0.4099598078619743,5
51,f328eccbf3,514,0.04940692089010881,1
525,90d2cdb32d,266,0.0,0
1044,48b63017da,844,0.0,0
2882,d0244d6c38,51,0.0,0
786,d16591547d,578,0.005195569061856681,1
3572,db5bf853fc,569,0.0,0
1717,abfed46705,695,0.23605528869718656,3
2707,68b6abcefc,416,0.0,0
422,44e3f20074,433,0.7176747377708068,8
3280,41e2137184,223,0.08861876286638565,1
3293,a7a87180a3,502,0.0,0
608,8b5232fcfa,772,0.0,0
1806,8a29fd2ebe,336,0.0,0
1060,321f21e02f,516,0.811194980884227,9
959,04e7e791e2,391,0.0,0
429,d308ec69d3,736,0.5591608665817077,6
3027,0c089f7c1b,410,0.9276541515537692,10
606,466030918d,411,0.01323399666699343,1
189,b80db32c01,704,0.0,0
1365,2b30313d2c,461,0.37280658758945207,4
2644,04cd9599a3,480,0.6357219880403882,7
592,c0ffa90c4a,467,0.0,0
2833,5559e0ceab,584,0.9156945397510048,10
3726,0c600207b1,690,0.2507597294382904,3
2004,cab2f6614c,635,0.1821390059798059,2
211,8c1d0929a2,77,0.0,0
1406,17c6355815,543,0.0,0
651,3ddb2ff7a4,835,0.0,0
2145,d6471dc0a3,353,0.0,0
1481,8d73c4f678,928,0.9445152436035684,10
21,a5471f53d8,659,0.006764042740907754,1
2094,7ba58ee1be,378,0.8768748161944907,9
2482,f409d55fee,780,0.7826683658464857,8
527,f5a0acc480,352,0.08616802274286835,1
1189,07e08eee37,333,0.7754141750808744,8
2690,dea0a56bab,490,0.0,0
480,e24e9afdd1,232,0.0,0
2901,66891ec970,817,0.8443289873541809,9
2909,b6c52b4a53,685,0.4859327516910107,5
3521,89dba191b1,567,0.6656210175472993,7
3013,761eaf3fa4,495,0.168414861288109,2
371,d45b4f3b85,531,0.3305558278600137,4
568,adf2a57778,702,0.5690618566807176,6
2157,0faaf196b4,450,0.3722184099598079,4
3920,4776354474,257,0.3884913243799628,4
3598,f37556e4da,720,0.0,0
3388,0fc5ad7e3b,959,0.8656994412312519,9
2845,e1280ddc3c,588,0.061562591902754635,1
3763,370763b8a9,581,0.0,0
674,bb9ad7c38d,122,0.0,0
3396,c00c4b8814,470,0.3494755416135673,4
560,33dfe8b243,588,0.5223017351240075,6
3622,d752eaa82a,213,0.0,0
2831,4433b159db,218,0.0,0
1840,bcd1e64c58,470,0.37594353494755417,4
2144,ddcb457a07,681,0.6138613861386139,7
763,27de423ad3,630,0.4904421135182826,5
2988,36b768bfa7,340,0.0,0
1845,fbc9a1149e,513,0.0,0
1198,6b5b7c0ff3,739,0.3568277619841192,4
538,1af44a9db0,522,0.3510440152926184,4
3424,8a1aed2c83,396,0.02391922360552887,1
3534,d69556b746,505,0.0,0
2752,2fa889172a,626,0.331732183119302,4
3591,a19dbb48cd,296,0.0,0
2054,4ca8350f11,144,0.0,0
1248,c038f6fbe4,735,0.3714341731202823,4
2552,58edb9b58c,515,0.0,0
3965,f7e8060b57,724,0.6229781393980982,7
1173,0c02f95a08,681,0.4790706793451622,5
1754,c9142b341c,273,0.014508381531222431,1
3925,4f105993c5,493,0.6969904911283208,7
1377,e4d9d1178c,382,0.0,0
942,8b5d38c547,574,0.4761297911969415,5
1763,290e9d9748,784,0.13596706205273992,2
3875,a2a012f128,157,0.6600333300656799,7
3325,8ad8b9b163,104,0.0,0
1019,92a6b22052,811,0.0,0
725,fadd6aa446,283,0.5686697382609548,6
1904,a854446118,655,0.2368395255367121,3
531,00441f1cf2,330,0.0,0
3821,96cc5caec0,857,0.90226448387413,10
971,7c6a2df039,784,0.9598078619743162,10
503,c37f7c51e9,586,9.802960494069208e-05,1
3537,ac7df612ff,614,0.2105675914126066,3
1458,d4d2ed6bd2,330,0.6435643564356436,7
2304,55111519ec,823,0.0,0
287,401b591c07,484,0.0,0
1111,653c7e9f6c,642,0.9111851779237329,10
1055,c10ff1398a,686,0.8909910793059505,9
1643,5bffe3b52f,804,0.5029899029506911,6
2842,27e12cbcea,735,0.6972845799431429,7
2697,9f96821d81,600,0.3412410547985492,4
1356,346358e652,649,0.00019605920988138416,1
201,86c1109730,782,0.12224291736104305,2
2683,0f7aa746d6,314,0.018037447309087344,1
3443,76b4df03dd,564,0.9956866973826096,10
1330,4a5595076f,531,0.3879031467503186,4
3838,146ec37657,497,0.26487599254975003,3
2263,f6576d4cbe,479,0.10920497990393101,2
3042,7a25e51377,729,0.0004901480247034606,1
2200,a239bfe21a,861,0.0,0
1014,d2bd2fe97f,761,0.9244191745907264,10
3261,5ec4b8eff9,705,0.0033330065679835308,1
87,b183b2ddc4,347,0.1907656112145868,2
596,e26c381bd4,397,0.0,0
774,90b1ba3bb5,796,0.0,0
2881,b911d46acb,237,0.0,0
2177,2da763222e,655,0.466424860307813,5
2077,ee7ff3b2fe,494,0.13410449955886675,2
2226,44047c3e10,735,0.0,0
1114,aa9eb3a110,359,0.057739437310067636,1
3529,83c0564224,108,0.0,0
367,055ec918b9,421,0.5087736496421921,6
2987,a291ef5d83,728,0.37957063033035976,4
2283,30cb1002fb,527,0.2973237917851191,3
2868,82f186d2ac,132,0.0,0
3696,de7202d286,518,0.8415841584158416,9
694,e23a93a95e,505,0.7398294284874032,8
659,1a288f27bf,149,0.0,0
3452,58d177c0d0,349,0.6420939123615332,7
628,08dc3c9a23,588,0.0,0
3651,e3b1b48b5a,660,0.0,0
479,96d917e53d,528,0.0,0
3161,09e29fbb74,288,0.0,0
1404,4a27de03fc,238,0.5196549357906087,6
1475,778a92f420,476,0.10763650622487993,2
607,7fc1ce1cb4,234,0.3398686403293795,4
3737,e0d98e6fde,525,0.0,0
1524,abb1521de8,638,0.012841878247230664,1
1029,e021227dbd,281,0.0,0
3173,01b5362cce,477,0.8822664444662288,9
224,960f92cf81,848,0.0,0
181,5d752d6d4a,235,0.0,0
2642,9f7e064e9f,805,0.02088030585236741,1
2183,eec3f628d6,860,0.0,0
350,f170afca54,417,0.0,0
567,287d035464,693,0.0,0
2383,6ecba60505,752,0.2439956866973826,3
848,a112a63d2d,688,0.06989510832271346,1
681,99b602dde4,234,0.6766003333006568,7
958,7582c0b2e9,673,0.0,0
2646,3734601c15,461,0.16772865405352416,2
1773,d0e720b57b,73,0.0,0
2631,b0e479668d,617,0.0,0
769,1d0c2fa004,611,0.4445642584060385,5
891,48b8dda801,297,0.0,0
1856,34831dcd0c,553,0.0,0
28,005b452274,657,0.0,0
1821,3d339265c4,309,0.0,0
2293,7769e240f0,211,0.0,0
1227,212f074587,444,0.4159396137633565,5
2101,47398efeb4,463,0.0,0
1129,b839f805f9,453,0.4901480247034605,5
2877,0f20f0242c,416,0.0,0
2741,06d21d76c4,82,0.0891089108910891,1
3590,40fbc03558,419,0.5621017547299284,6
1692,6d9b6a2c4b,800,0.1896872855602392,2
3800,ec5db065d9,512,0.8110969512792864,9
586,e0cfbbcb0c,733,0.2790902852661504,3
3872,0f02cec809,453,0.884129006960102,9
2341,eeecc7ab39,499,0.8811881188118812,9
2237,6419fd454b,378,0.0,0
2634,d059fcb2fd,481,0.0,0
2295,4e89a919ed,500,0.0,0
717,855f399924,454,0.005979805901382218,1
2343,f2e9faa785,512,0.5585726889520636,6
536,526d63530a,345,0.20252916380746985,3
1229,df5df272fb,73,0.0,0
261,7e737a6cc6,557,0.09018723654543673,1
1568,73a3712fcd,570,0.5408293304577982,6
1608,d859ee2145,691,0.2716400352906578,3
3998,48d81e93d9,221,0.4827958043329085,5
3559,71f6fcb48a,848,0.1459660817566905,2
2480,0061281eea,549,0.5398490344083914,6
2170,4d03329aa4,108,0.0,0
229,3cc59342bd,386,0.08381531222429174,1
2460,740070f15a,402,0.0,0
2454,d2e14828d5,72,0.0,0
1963,56ac0f17be,531,0.21390059798059013,3
918,9bdfa54912,279,0.049014802470346036,1
1674,62d30854d7,427,0.6534653465346535,7
3437,d2522cfc93,386,9.802960494069208e-05,1
1578,fde2b51fb2,466,0.4928928536417998,5
1939,91ea3f1227,366,0.4052543868248211,5
3535,42b9ff31aa,504,0.2861484168218802,3
1628,eaeb630ff4,149,0.0,0
133,535503063e,692,0.2849720615625919,3
2906,9bf022776e,732,0.04372120380354867,1
2887,981f73e811,429,0.2805607293402608,3
2191,131ca4b83d,603,0.0007842368395255368,1
464,91a0ac314c,550,0.0,0
1649,566ac48e00,137,0.3172238015880796,4
709,c0a37fef54,850,0.6459170669542201,7
3228,88a5c49514,948,0.6534653465346535,7
2115,376e55e566,657,0.976178805999412,10
3112,fa2ebd1083,289,0.007646309185373983,1
2968,cb2c20898a,798,0.014508381531222431,1
3039,902d01b7dd,117,0.0,0
3750,96aeb8d018,336,0.6553279090285267,7
2442,ba4781de48,196,0.0,0
1787,47fd4036e7,354,0.0,0
3815,dae1555fbf,707,0.8672679149103029,9
3432,f9fc7746fb,150,0.0,0
1575,c23d957c59,483,0.2394863248701108,3
1299,f641699848,552,0.3069306930693069,4
1844,452b06b003,681,0.035976865013233994,1
1690,503aba826b,496,0.0,0
1098,3dbbc237c5,818,0.09881384178021764,1
2765,fea1ff8505,608,0.0235271051857661,1
3072,ad49962b22,215,0.0,0
580,d3fdfb9e8f,689,0.0,0
2422,7d8e29261b,433,0.01725321046956181,1
269,d7cf3bf4e9,465,0.8055092637976669,9
3888,22fdf96a54,631,0.2797764925007352,3
1819,59092e355d,442,0.14047642388001175,2
2465,9090f8f97b,253,0.14527987452210567,2
1486,4c89e94e36,629,0.06332712479168709,1
1869,dce6361f2a,415,0.00235271051857661,1
1784,2d64b6a8cf,438,0.9338300166650328,10
1635,b8525600cf,749,0.0,0
2788,deec7bb4d9,263,0.0,0
3075,5203d6e046,379,0.04038819723556514,1
3609,a2da67afff,436,0.7657092441917459,8
1043,54dd4658d1,803,0.0,0
2141,90a57bacf0,488,0.0,0
1926,2bd87e0587,363,0.0,0
2999,4f62a5bb14,500,0.9738260954808352,10
1944,a88dd59036,535,0.0,0
3015,aa97ecda8e,384,0.0,0
1699,9358b1fa7a,439,0.73796686599353,8
3232,ef13247eed,718,0.9999019703950592,10
965,09152018c4,916,0.8415841584158416,9
3409,0ce329b5f9,398,0.0,0
3936,e9ce8188b9,740,0.18027644348593275,2
3469,cb6c6c15ce,346,0.0,0
3331,cfb8e5c36e,631,0.7615920007842368,8
1451,f429b8e6f8,266,0.12851681207724733,2
88,cf11876547,518,0.0,0
2100,bfac8e63cb,788,0.0,0
56,1263576548,398,0.7154200568571709,8
2112,de39c2b892,463,0.9680423487893344,10
